question_age	question_sex	question_study	question_work	future_x	future_y	future_color	future_radius	past_x	past_y	past_color	past_radius	present_x	present_y	present_color	present_radius	summer_x	summer_y	summer_color	summer_width	summer_height	spring_x	spring_y	spring_color	spring_width	spring_height	winter_x	winter_y	winter_color	winter_width	winter_height	autum_x	autum_y	autum_color	autum_width	autum_height	morning_rotation	morning_angle	morning_color	night_rotation	night_angle	night_color	afternoon_rotation	afternoon_angle	afternoon_color	friday_x	friday_y	friday_width	friday_height	friday_color	monday_x	monday_y	monday_width	monday_height	monday_color	thursday_x	thursday_y	thursday_width	thursday_height	thursday_color	sunday_x	sunday_y	sunday_width	sunday_height	sunday_color	wednesday_x	wednesday_y	wednesday_width	wednesday_height	wednesday_color	tuesday_x	tuesday_y	tuesday_width	tuesday_height	tuesday_color	saturday_x	saturday_y	saturday_width	saturday_height	saturday_color	timeline_length	timeline_rotation	timeline_my_birth_pos	timeline_my_childhood_pos	timeline_my_youth_pos	timeline_today_pos	timeline_my_third_age_pos	timeline_year_1900_pos	timeline_year_2100_pos	timeline_wwii_pos	timeline_the_beatles_pos	questions_ending_represents_time	questions_ending_daynight	questions_ending_slider_size	questions_ending_slider_color	questions_ending_slider_position
20	0	1	1	310	317	0	70	246.57159479	237.57159479	0	80.4284052104	373.025308281	243.025308281	0	82.9746917188	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
27	0	1	1	470.973964751	107.973964751	6	96.9739647508	117.565167546	74.5651675463	1	36.4348324537	263	86	5	70	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
21	1	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
48	1	1	1	604	175	7	70	224	180	0	70	420.271226063	173.271226063	5	84.7287739371	435.613183613	271.5962644	1	122.644635305	218.271756037	274.43554689	264.569781913	6	123.128906219	253.139563826	113.163086702	267.849787624	3	148.326170901	209.699575249	573.108935207	271.880528618	5	91.2306861281	224.811133906	275	227.162065989	1	128.717104941	96.6537304558	3	185.725536081	150.274463919	5	408	237	50	100	3	97	233	50	100	7	331	234	50	100	1	573	239	50	100	7	247	234	50	100	6	176	234	50	100	5	486	239	50	100	3	773.576111317	315.104745367	-0.146310108965	-0.00278673074772	0.215296698002	0.3462849025	0.465008353711	-0.956621087008	0.944541028765	-0.320737265028	-0.195876385577	-10	-10	-10	-10	-10
32	0	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
30	1	1	1	603.177902222	279.177902222	3	112.233474731	195.925889492	273.074110508	7	117.925889492	398.139362097	279.860637903	6	108.139362097	138.500858768	86.5012287955	5	239.001717537	138.997542409	678.636627254	394.578552246	6	217.273254508	113.157104492	486.261467354	299.671156915	7	218.02000502	123.34231383	345.500000566	192.363824163	2	223.000001132	134.727648326	99	169.858949912	3	9.14269070504	93.4624986462	0	268.464913382	106.8717173	7	439	216.494376279	50	330.988752559	3	140	214.593560108	50	329.187120216	4	362	216.912163858	50	329.824327715	6	63	212.515569456	50	334.968861088	3	284	216.283586207	50	330.567172413	2	210	214.666013479	50	331.269584179	7	516	217.155216073	50	333.015174578	3	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
22	0	1	1	518.510322094	229.489677906	7	107.510322094	307	233	4	70	393.409401149	236.299159485	5	16.9268751566	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
25	1	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
39	0	1	1	577.392474181	240.392474181	0	106.607525819	64.9696605167	247.030339483	0	34.0303394833	279	252	0	70	348	264	6	100	100	216	261	1	100	100	83	260	2	100	100	480	265	4	100	100	195.656611768	99.3433882317	0	294.106945638	142.434653471	0	76.2077773901	121.79222261	0	347	208.5	50	111	0	41	200	50	100	0	268	205	50	100	0	488	209	50	100	0	194	203	50	100	0	122	201	50	100	0	418	206	50	100	0	735.396491697	-44.7796327039	-0.187028634841	-0.136210872065	-0.0776617795556	0.0117529416983	0.118996267379	-0.937453302431	0.564328541113	-0.549775474526	-0.240283064381	-10	-10	-10	-10	-10
20	1	1	1	496.553710938	310.446289062	7	112.553710938	349.653381348	302.653381348	2	74.6533813477	407.443359375	200.443359375	5	123.556640625	668.78125	138.421875	1	119.5625	122.84375	478.761419535	136.763765693	5	81.5228390694	195.737492323	322	147	7	100	100	113.481933594	149.653076172	2	200.963867188	79.3061523438	-10	-10	-10	-10	-10	-10	-10	-10	-10	424	107	50	100	1	182	106	50	100	4	363	107	50	100	6	124	105	50	100	0	302	107	50	100	7	241	107	50	100	5	486	106	50	100	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
23	0	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
19	1	1	1	643.715970886	279.715970886	7	136.284029114	195.491927505	304.508072495	4	59.4919275045	404.602073017	308.352603191	5	17.011150653	162.019050043	287.499999437	1	182.038100086	65.000001125	685.98938104	299.989155319	6	115.978762081	60.0216893619	522.52044715	280.020013601	7	125.0408943	115.959972799	332.5546875	278.55645752	2	103.109375	120.887084961	152.155694104	103.156109955	1	21.2281422452	130.926212481	2	269.188141852	139.906226589	7	426	241.488346581	50	133.023306838	5	65	266.800712984	50	72.3985740316	0	337	248.250670731	50	121.498658538	7	589	230.937805176	50	83.8756103516	4	240	258	50	100	1	142	257	50	100	5	510	253.989562649	50	118.020874701	1	546.003662991	359.790126288	-0.00747885776753	0.0732681826567	0.190391287193	0.190434930689	0.714079120472	-0.663132750371	0.977706644155	-0.40300319119	-0.263681832314	-10	-10	-10	-10	-10
23	1	1	1	612.000015259	280	0	70	151.999984741	367	0	70	333	153	0	70	484	327.000030518	1	100	100	305.000015259	326.999969482	6	100	100	483.999969482	166	7	100	100	304	165.000030518	2	100	100	180.594176239	125.461931287	1	67.0279555382	113.273488152	7	306.321693001	120.670360318	5	566.000015259	247	50	100	0	270	245.999969482	50	100	0	488.999984741	246	50	100	0	196	246	50	100	0	414	247	50	100	0	341.999969482	245.999969482	50	100	0	642.000015259	246	50	100	0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
20	0	1	1	714.516894273	319.516894273	0	6.28910834342	140.969586015	301.709271074	0	102.030413985	393.444212914	305.444212914	0	41.4442129135	124	307	1	100	100	740	426	0	100	100	335	308	4	100	100	230	308	2	100	100	236.481653261	123.814979598	1	0.488109861027	108.735746167	0	109.092056236	127.147411037	6	390	320	50	100	5	140	175	50	100	4	441	189	50	100	7	189	313	50	100	2	352	82	50	100	5	229	88	50	100	7	286	338	50	100	1	488	0	0.422131147541	0.475409836066	0.540983606557	0.553278688525	0.893442622951	-0.991803278689	0.97131147541	-0.327868852459	0.016393442623	2	0	5	10	3
24	1	1	1	541	260	4	70	249	260	2	70	395	255	6	70	484	292	5	100	100	484	142	3	100	100	318	140	4	100	100	320	289	6	100	100	211.429971422	154.52098494	6	101.267796903	110.081658018	3	6.33485897633	94.7903392032	7	562	223	50	100	6	282	222	50	100	0	490	222	50	100	5	209	224	50	100	1	424	223	50	100	7	352	226	50	100	4	637	223	50	100	3	504.003968238	-0.227363010991	-0.103227217489	-0.000118694594641	0.11871865481	0.380943570197	0.57549964819	-0.833389009528	0.912670418394	-0.440661621493	-0.309512030701	-10	-10	-10	-10	-10
27	1	1	1	726.886306793	93.1136932075	7	40.8863067925	88.6729567127	221.327043287	4	25.6729567127	388	261	3	70	419	353	1	100	100	417	226	5	100	100	298	355	7	100	100	300	225	2	100	100	155.949456082	87.1426312967	1	14.4388634445	141.192416733	7	236.744492103	137.961334631	5	579	241.954329967	50	138.091340065	6	263	254	50	100	4	500	268	50	100	3	202	237.31931299	50	161.361374021	0	419	254.157531738	50	121.684936523	1	346	255.168806136	50	107.662387729	2	659	226.882675171	50	164.234649658	5	494.004048566	90.2319654513	0.169654639437	0.185868812847	0.210270434156	0.206409648113	0.246532990146	-0.716794519009	0.50573019485	-0.182164336248	-0.149865489676	1	1	8	8	6
25	0	1	1	670.700753689	258.299246311	3	96.7007536888	152.389043987	255.389043987	2	94.3749025464	410.596679688	257.596679688	1	148.403320312	112.117896948	106.796295678	5	164.235793896	133.592591356	611.947604952	108.739629446	1	156.523879673	132.849803586	448.00026267	107.991709988	7	160.00052534	133.983419975	279.873446153	107.247472063	2	163.746892307	132.494944125	120.539883244	127.93905177	1	248.938018929	109.832269683	0	359.094501877	121.110795695	6	377	155.337369755	50	99.694065243	1	129	154	50	100	1	317	155	50	100	1	69	154	50	100	6	254	155	50	100	1	191	154	50	100	1	438	155.375	50	100.75	6	560	90	-0.139285714286	-0.0285714285714	0.125	0.214285714286	0.610714285714	-1	1	-0.578571428571	-0.492857142857	-10	-10	-10	-10	-10
22	1	1	1	689	252	3	70	426	255	5	70	557	251	4	70	261	146	1	100	100	484	148	3	100	100	373	146	7	100	100	150	146	2	100	100	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
32	0	1	1	647.600585938	110.399414062	5	86.6005859375	157	367	5	70	400.67533195	240.32466805	6	71.6753319502	505	197	1	100	100	392.060319854	99.7075993083	6	147.111111309	134.710189469	289	196	7	100	100	390.539380292	297.827841522	2	149.078760584	133.655596252	138.453736688	134.906944187	6	269.704393284	129.840646717	0	34.8744930441	106.235628951	2	394	248.602050781	50	140.795898438	5	184	248.75	50	100.5	6	342	250.413184359	50	126.829757242	2	130	250.400085449	50	84.9251708984	1	289	250.721923828	50	121.520996094	3	237	249.617248535	50	112.76550293	7	448	246.391647473	50	157.279266208	0	466.411835184	-48.9989738439	-0.0634753180542	0.0138069767649	0.0920573865998	0.111371709279	0.584156746173	-1	1	-0.491182466318	-0.416070563643	1	0	5	5	5
23	0	1	1	642.77772522	238.77772522	4	97.2222747803	165.337831616	252.337831616	1	96.6621683836	407.411267422	243.699193142	6	99.3008068576	103.609085083	225.078292847	5	155.693511963	139.843414307	695.580211266	229.19054207	6	141.160422532	141.61891586	499.692276001	228.773925781	7	161.384552002	136.452148438	287.097803635	231.393063066	1	164.30439273	137.213873869	179.468797495	89.8348985498	1	269.192000683	98.433257176	0	6.78704622328	172.5167723	5	566	266	50	100	1	152	264	50	100	5	475	267	50	100	5	745	274	50	100	6	391	268.321159601	50	101.357680798	5	257	267	50	100	5	664	274	50	100	6	560.057139942	0.818455461689	0.274082545851	0.335038036059	0.407361461234	0.485510607607	0.6212059411	-0.933149218148	0.981636398132	-0.579466654389	-0.353582727193	-10	-10	-10	-10	-10
49	1	1	1	683	253	6	70	128	264	2	70	404	264	3	70	353	171	5	100	100	272	150	6	100	100	198	198	7	100	100	141	161	2	100	100	162.629186154	129.23620975	1	292.350645908	123.84722603	6	54.3553511421	116.15779707	7	387	139	50	100	6	115	140	50	100	6	321	140	50	100	5	44	139	50	100	3	251	136.745179486	50	98.5096410276	1	187	140	50	100	6	458	142	50	100	3	532.033833511	359.353834394	0.00749440926734	0.0793374376119	0.285960199619	0.293945328808	0.499701567719	-1	0.872428834248	-0.759413796759	-0.075131232458	0	0	5	5	5
22	1	1	1	399.200849533	115.200849533	3	101.799150467	404	418	7	70	394.745117188	277.745117188	5	138.254882812	247.9375	135.2578125	5	293.875	247.484375	384.111572266	281.879882812	6	216.223144531	250.240234375	577.25	116	0	100.5	100	633.268768311	67.7147827148	1	156.537536621	74.5704345703	323.425367147	106.574632853	5	70.5269805486	137.788631631	3	207.397660413	116.164946465	6	392	88.78125	50	149.4375	5	122	109	50	100	2	305	78.984375	50	134.03125	3	574	79.3125	50	135.375	6	243	103	50	100	4	182	107	50	100	0	505	84.5	50	141	5	544.518135602	314.255940797	-0.113877794583	-0.0526717729204	4.22899977982e-05	0.544890387858	0.947189685339	-0.895126454936	-0.566589274866	-0.76722871921	-0.353556884546	-10	-10	-10	-10	-10
26	0	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
27	1	1	1	537.304321289	246.695678711	6	93.3043212891	204.438974917	250.561025083	1	46.4389749169	346.393409953	250.606590047	3	63.3934099532	570.084243798	275.662858278	1	62.1684875956	250.674283444	437.453244067	284.228468736	3	108.906488134	231.543062528	287.78116608	346.371423399	7	97.5623321592	112.742846797	164.597122249	300.467956592	2	59.4314879233	219.337524512	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
20	1	1	1	603.262817383	324.262817383	7	75.7371826172	170	336	2	70	380.44866974	317.44866974	6	89.55133026	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
31	0	1	1	298.343107611	303.843107611	0	176.343107611	523.429199219	130.570800781	0	110.570800781	504.299547195	378.700452805	0	14.2995471954	662	355	5	100	100	425	311	3	100	100	559	291	7	100	100	567	144	6	100	100	54.021057354	89.4734581648	1	269.158004169	145.841995831	0	143.663108991	125.764501437	7	472	343.70703125	50	284.5859375	7	141	323.454284668	50	258.908569336	5	386	331.44054361	50	271.11891278	6	74	321.608816028	50	265.217632055	0	311	277.787261963	50	250.425476074	4	225	326.3074646	50	250.614929199	2	540	260.173458099	50	309.653083801	1	550.032726299	-0.625020074017	-0.160210078944	-0.134767073239	-0.0802143364016	-0.0656611631898	0.14892438799	-0.658153188361	0.217456888875	-0.440961980041	-0.375176271036	2	2	5	5	5
19	0	1	1	292.653019695	197.313822956	7	138.852238445	182.030698	319.969302	4	52.5768340839	289.383853112	193.616146888	1	138.316317712	400.687637359	454.618296177	3	710.176902386	44.7634076463	409.734914403	276.914168817	5	665.469828806	312.080444119	713.464445231	252.925875149	0	80.9288904628	444.148249702	230	264	1	100	100	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
43	1	1	1	112	394	3	70	720	401	1	70	374	138	6	70	278	113	1	100	100	133	111	3	100	100	422	440	2	100	100	615	440	4	100	100	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
20	1	1	1	530.671142578	312.328857422	1	118.671142578	189.662402332	320.337597668	0	90.6624023318	353.924804688	319.075195312	6	113.924804688	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
26	0	1	1	678	314	6	70	152	314	0	70	424.783203125	181.783203125	5	76.783203125	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
20	1	1	1	462.117456375	305.882543625	1	95.1174563747	317.13836839	306.821262978	6	73.0550554021	365.151142124	301.848857876	5	73.0813713036	367.74790585	76.7206177711	5	254.975694895	111.85063076	371.642101973	204.957100511	1	259.599481046	101.748152494	373.218629837	324.977149963	7	252.664714813	101.860549927	377.399847141	441.368354201	2	249.54340766	93.4315326214	37.1658468034	138.834153197	1	176.235589404	93.7644105955	0	269.793793895	127.292348308	5	368	296.026961803	50	191.946076393	1	72	344	50	100	6	295	329.494262695	50	127.011474609	2	519	337.222860709	50	107.554278581	3	217	379.348709106	50	27.3025817871	0	146	370.204856412	50	47.590287175	4	443	271.788636455	50	244.422727089	5	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
26	1	1	1	263.073486328	205.926513672	1	116.073486328	506.459716797	231.540283203	7	87.4597167969	685.898468018	428.898468018	2	56.1015319824	352.12411499	384.979248047	1	341.75177002	204.041503906	353.523834229	104.577209473	6	154.952331543	138.845581055	143	135	0	100	100	684.24942594	197.001203321	2	202.49885188	246.002406642	208.003068091	114.996931909	1	322.002236232	109.175252269	0	69.9754289653	198.204960765	5	412	76.6502685547	50	114.699462891	1	67	82.0085296631	50	59.9829406738	0	316	88.392578125	50	87.21484375	6	621	53.2697753906	50	52.5395507812	0	232	85.4904689789	50	77.0190620422	0	153	82.2777099609	50	67.4445800781	0	511	92.136428833	50	144.272857666	3	410.043900089	0.838414974402	-0.161231507548	-0.00949899463431	0.180443926768	0.399568467215	0.682730985963	-0.995032303572	0.98557665132	-0.72399312905	-0.487858851956	0	2	6	1	1
43	1	1	1	656.348890305	217.275812149	6	96.0145397186	209	220	5	70	417.084527478	218.915472522	1	96.0845274776	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
52	0	1	1	307.637450933	378.637450933	1	107.637450933	695.374861306	91.6251386935	0	38.3748613065	539	215	7	70	232	143	1	100	100	566	372	0	100	100	241	372	0	100	100	558	140	2	100	100	267	123.100446795	1	154.196687966	112.843284817	0	30.659317865	123.391876497	7	591	137	50	100	6	197	134	50	100	3	491	136	50	100	1	96	134.995510327	50	101.084681796	0	390	135	50	100	5	296	135	50	100	7	692	139	50	100	4	732.58446612	315.442429658	0.485849809553	0.419895292971	0.274334473535	0.0544695942239	-0.155621154373	0.962913584036	-0.962140756027	0.691994310943	0.544891164961	1	3	1	1	1
20	1	1	1	578.120280163	244.879719837	3	132.120280163	199.22395134	258.77604866	0	87.2239513397	407.822021484	238.177978516	5	147.822021484	329	379	1	100	100	389.78811988	375.865450487	3	407.576239761	142.754651936	389.260161877	231.082442284	7	408.520323753	131.835115433	387.215696513	112.549029259	2	408.431393025	86.9019414826	158.773500549	110.679496688	3	268.852509015	104.534826345	0	13.2949976279	145.42403691	5	395	100.181678772	50	161.636642456	5	110	102.021022797	50	143.957954407	3	327	113.3671875	50	133.265625	7	526	98.3672485352	50	169.26550293	5	259	127	50	100	4	185	115.988298547	50	116.023402907	6	462	95.8232421875	50	172.353515625	5	628.547532013	312.4208525	-0.399124508238	-0.154172943552	0.108132729983	0.235765698304	0.688824110126	-0.593944697568	0.816007050576	-0.783628137773	-0.625829372292	0	0	5	7	8
21	1	1	1	313.152527406	169.847472594	6	50.1525274059	238.083069324	166.916930676	4	51.0830693245	276	172	1	70	331.631049342	164.492536485	1	121.262098685	115.01492703	203.661170959	163.539625168	6	122.667175293	115.053554535	308.270806274	263.142118033	7	79.4583874512	74.284236067	223.191359219	264.068508031	2	79.6172815628	74.137016063	264	74.3958069469	2	159.001264777	105.187352485	7	338.668536478	180.546563598	6	467	154	50	100	6	245	155	50	100	4	413	154	50	100	5	192	155	50	100	3	359	155	50	100	7	301	156	50	100	1	521	154	50	100	3	431.147306613	334.148137458	-0.201278471386	-0.151690693877	0.00466264988241	0.0056737313935	0.45216327758	-0.836858454255	0.81687181727	-0.716999841739	-0.496670970405	-10	-10	-10	-10	-10
28	1	1	1	668	143	3	70	110	398	1	70	390	252	7	70	401.000944256	202.099856615	1	160.001888512	145.80028677	271.826841325	185.740836561	6	150.281864226	139.152115941	291.484840633	271.082381617	7	146.094223502	132.164763234	400.577745082	289.040510991	2	133.155490164	128.081021982	130.900168101	192.621032032	1	234.927356986	197.719138823	7	33.6362741919	141.510805012	6	338	346.021386147	50	127.957227707	7	69	372.889871522	50	71.6909919474	4	274	349.524169922	50	112.951660156	1	469	359.047596216	50	103.904807568	3	212	355	50	100	2	143	370.497983678	50	71.0040326448	4	406	327.119701609	50	169.617145464	6	466	-2.77555756156e-16	-0.261802575107	-0.0987124463519	0.0815450643777	0.296137339056	0.575107296137	-0.969957081545	0.965665236052	-0.849785407725	-0.557939914163	1	3	1	8	1
37	1	1	1	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
28	1	1	1	659.527257958	238.18949022	6	129.81050978	123.169268884	280.169268884	2	80.8307311157	385.50960133	271.50960133	1	97.49039867	541.163070561	265.911479891	1	179.673858879	226.177040218	321.373417191	334.233075237	3	197.069570006	92.3459890522	281.660064697	170.267028809	7	134.590026855	191.373657227	421	78	2	100	100	246.722566201	73.2774337989	1	120.652839808	126.095078334	7	-40.0893253625	168.46349625	6	420	252.438184243	50	196.876368487	5	125	247.528113831	50	199.056227662	5	344	250.476933633	50	196.953867265	5	563	252.546264648	50	197.092529296	6	269	249.564422595	50	199.12884519	5	196	249.068853163	50	200.137706326	5	490	252.488769173	50	194.977538346	6	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10
33	0	1	1	586.473377466	296.026622534	7	138.807872534	273	311	7	70	394.000091553	307.999908447	1	100.999908447	109.47602299	242.286529679	1	176.183369223	460.980285921	691.60515213	241.72334671	6	177.21030426	461.80330658	489.235253166	250.718507329	7	175.970506332	452.187985342	293.241671562	242.179827213	2	182.483343124	448.546595573	273.381870987	80.6181290127	5	353.348921814	106.071883948	0	99.7829059099	173.793393869	6	589	240.622985735	50	163.90222147	5	297	262.210357666	50	125.579284668	2	519	258.136474609	50	121.727050781	1	756	265.256504059	50	127.486991882	7	445	255.6640625	50	122.671875	1	368	292.156280518	50	49.6874389648	4	673	222.575122498	50	208.849755004	6	573.696784024	-24.5100779819	-0.172016134151	-0.061114946609	0.0052684017732	0.113579776969	0.613039167889	-0.834651947573	0.715816424509	-0.465976083583	-0.245969702097	1	3	3	7	4
